Category,Text,split
negative,vengo aprendiendo un chingo de pinches putas groserias porque viene un cabron hablando por telefono en el pinche camion ,val
negative,"si piensas que dos tragacamotes es lo ideal para formar tica y moralmente , un hijo , ",val
negative,hoy al brujo morales lo mandaron a la goma por meterse con las chivas . en el programa de tdn tribuna interactiva . ,val
negative,no ni madres si voy apreder ingles pero que sea inglesbritanico que tiene mucha gala y mucho porte que el gringo jejeje ,val
negative,por eso no soporto el q los dioses perfectos chinguen ,val
negative,para la sesi n de ma ana de servicio social nos pidieron llevar una foto de nosotros de x cms . me cost mil elegir una porque gorda ,val
negative,cuando lo vi dije pfff . que chingon bustos marvel chido chido . . . . luego vi el tama o y dije no mamar . . . jaja ,val
negative,ya ando bien b mboro qui qui de estudiar finanzas putas corporativas . ,val
negative," estilo arreglado pero informal o estilo deportivo ? jajaja as no se puede , por un me gusta ya estoy loca por el url ",val
negative,justo ahorita que necesito mi tarea para las putas de la ma ana se descompone mi impresora . es una clara se al que deb irme a tomar . ,val
negative,dejen de mamar con qu havana de camila cabello es buena canci n cuando est de lvg . ,val
negative,me vale much sima verga que hayan quitado el corto de olaf antes de coco porque yo ya me lo tuve que mamar todito ,val
negative,"hoy he so ado que estaba a punto de conocer a diane kruger , una de mis actrices favoritas adivinais ? mi madre me ha despertado respect ",val
negative, festejan con tinaco de agua loca y terminan muy mal noticias al momento ,val
negative,pone temas buenos buena musica aunque sea forra no todos los putos dias rock nacional esta bueno pero cansaaa ,val
negative,puta madre y ahora si no es estafa . ,val
negative,amigas es muy corriente que usen la palabra verga . les ruego que se recojan . ,val
negative,es muy cagado que los mensajes que me env a mi hermano en la madrugada ya no son porque est en la peda . ya madur el chavo ,val
negative, y de qu va a dar indicaciones ? de donde hay pucha de joto ? ,val
negative,me caga que no hay gente en el macstore y me pregunten si hice cita . no hay putas nadie verga ! ! ! ,val
negative,que risa cuando un wey p blica tweets rom nticos y ah van como tontas a pensar que son para ellas ,val
negative,ojal twitter dejandome enviar audios para decirle chinga tu puta madre a jerry con la voz de black hat xd ,val
negative,"a las mujeres se nos respeta por mujeres y personas , da lo mismo si hacen maternidad o son putas , si estudian o se drogan , no queda claro ? ",val
negative,con tanto puto estr s me dar una alopecia bien cabrona . ,val
negative,"ya vimos coco . s es una maravilla de pel cula . no lloramos pero nos dieron ganas . . . y lo mejor , no vimos el puto corto de frozen . ",val
negative,"cuando dicen que se basan en tus videos para hacer videos , pero cabr n tampoco hay que robar gameplays y di logos ",val
negative, usuario insisto usuario demanda a quien te oper ! se ve m s gorda ! y la cara toda deforme estaba mejor cuando no ten a cirug as ! ! ! ! ,val
negative,cuando me pasan cosas feas pero la vida me pone a gente buena en mi camino ,val
negative,sabes que eres la verga cuando dos diferentes lugares en la misma zona la madero te buscan para que les hagas la imagen de su bar . ,val
negative,"puto c ncer como es maligna esa enfermedad , estoy con un pariente que est en el hospital agonizante por esa maldita enfermedad ",val
negative, rajoy en problemas . si negocia como le dice europa sus seguidores lo tachar n de maric n . eso le pasa por recurrir a las hordas fascistas . ,val
negative,"uno de mis ex aprovecha cualquier momento para mandarme indirectas , pero me hago muy tonta . ya lo que pas , pasoooo , cuate . ",val
negative,"estar a muy cagado empezar a dar follows , as tal cual lo hac amos en el jajajaja ",val
negative, excelente semana ! exconvento de bucareli en la sierra gorda venaqueretaro ,val
negative,rt ricardofp en esta foto putos chingones ! ! ! ! excelente show en xalapa el de manunisima te amo ! ! ,val
negative,"no me habia puesto a ver bien el unifomorme del cobaq , verga que tienen los huevos de ponerse eso ",val
negative,hay una vecina venezolana y vende comida se pone m s gorda arepaaaa ,val
negative,cuando tienes dos hermanos hombres es imposible no ser una gorda ,val
negative,me gusta que me ignores putas horas al d a . me mama no sabes . ,val
negative,"ver a kim kardashian distanciada de su segunda madre , puro show ",val
negative,"chingas a tu madre . . . si lo le s . . . si no , no hay pedo ! ",val
negative,mi gastro dice que ya estoy s per curada y que me la pela todo lo que quiera tragar puedo iniciar mi proceso de llegar a puerco cuanto antes ,val
negative," usuario usuario usuario usuario en para que hacer caso si asi este ambienta de ardidas como tu , meva y me viene lo que digas , pasado pasado , ",val
negative,"si comparamos a puebla con el resto del pa s , no est tan de la verga . ",val
negative,"apesto a cloro de alberca , tontas nuevas reglas de ya no llevar jab n para quitarse el cloro al salir ",val
negative,"https t . co ytvgqgfij y llora el marica , por tanto crimen que el mismo propicia ",val
negative,ya les pagu la peda y el privado a estas putas ganas de verte . ,val
negative,"siempre necesito mi dosis diaria de no digas nada , est muy sabrosa , todo el cr dito a infinity , sac agua de las piedras con esa madre mb . ",val
negative,ando bien caliente solo de imaginar que me como tus labios sex verga zac ,val
negative,"est mal tachar a las feministas de nazis , pero neta es la infograf a m s pendeja que he le do . ",val
negative," es cierto esto ? y no me refiero a lo que dijo , ni al tweet , sino a url est n tratando de sacarlo del programa ? ",val
negative,tu gorda m s bella es la que te cuelga entre las piernas . . . ,val
negative,porque toda la gente le ense a a sus pericos a decir puto ? ,val
negative,"hay personas feas que valen much simo m s que una cara bonita , qu les parece si dejamos de buscar pareja bas ndose en el f sico ",val
negative," alguna vez han tenido ilusiones que son demasiado tontas como para morir ? la ilusi n se aferra a seguir viva ah en la mente , en el kokoro . ",val
negative,excepto coppel previously canada dijo bye ahi se ven putos . ,val
negative,"al sur de italia , en tropea , la normativa proh be a las mujeres gordas , feas o poco atractivas mostrarse desnudas en la playa . ",val
negative,un hot dog pero de la salchicha m s gorda ,val
negative,re gorda fan que soy ,val
negative,"vinimos a comer a mi restaurante la gorda in guadalajara , jal w usuario usuario ",val
negative,"no hay nada m s feo que las trenzas , solo las muy bonitas se ven m s o menos , las promedio y feas es mejor no intentarlo ",val
negative,conf rmen si me estoy convirtiendo en un tata me dej el cabello largo empece a escuchar pearl jam valemos verga en la misma carrera ,val
negative,puta madre yo estaba esperando el de septiembre y resulta que es s bado ,val
negative,me estoy intoxicando o que putas vergas ? estoy a punto de morir de dolor no mameeeeees ,val
negative, no tener datos en tu celular te hace ver la vida de otra manera ey aqu hay wifi ! verga wey donde ? ,val
negative,fingir que te vale verga hace que al final te termine valiendo verga ,val
negative,"muchas gracias por ignorarme , cuando me necesites ah estar siempre para mandarte a la chingada como tu lo has hecho conmigo . ",val
negative, soy la nica loca que con las canciones de michael jackson baila como loca ? xd tipo as pero peor ,val
negative,importante esta es la novena de emergencia que la madre teresa rezaba en apuros via usuario ,val
negative,en estos d as de lluvia tengo que aprender a chiflar ! esos camiones no se detienen ,val
negative,no hay mujer m s ardida que la ni a cara de pug ,val
negative,"los japoneses , recogiendo hasta la basura que no les correspond a . ",val
negative,"pues en tu video vi m s anuncios , que tus putos argumentos crack . ",val
negative,"putas madres ahora comprendo todo , tu tan lava y yo tan frio . ",val
negative,es hora de abandonar ciertas costumbres tontas y anquilosadas tradiciones para buscar un entorno m s seguro . ,val
negative,no pinches putas mamen . . ! ! el capitulo de dgs esta rompemadres . . ! ! se mamaron . . ! ! ,val
negative,amor odio a la gente que sabe chiflar para detener los carros . ,val
negative," soy el nico que ve que a gignac los rbitros lo solopan demasiado ? digo , hasta dejan que les mente la madre y ni una amarilla le sacan ",val
negative, usuario carnalito pos q piensa q naciste en su puto rancho eres de leon y leon es tuyito . . . ,val
negative," usuario usuario usuario cuando quieras te llevo un camote , sin compromiso ",val
negative,marica si amas a camz esta canci n no puede faltar en tu playlist ,val
negative,"ya me tienen hasta la verga con su mamoneria de que no le ponen catsup al puto huevo , te lo putas creo si vivieras en puto hollywood ",val
negative, usuario ni michael bay se avienta cosas tan feas . ,val
negative,"y yo estoy aqu ! ! borracha y loca y mi coraz n idiota siempre brillar siempre brillar , y yo te amar te amar por siempre ! ! ! ! ! ! ",val
negative,quiero tener contigo una noche loca con derecho a desayuno ,val
negative,twitter siempre saca mi lado filos fico aunque est de la verga pero lo saca martesdeganarseguidores ,val
negative,cuando te dejan solo en el sal n y traes la verga parada y le tomas una selfie andohot conganasdeunculo ,val
negative,"ya me carg la chingada ! ! me dedica palomita blanca de luis guerra . . . y me encanta y odio la puta bachata ! ! ! no mames , de nalgas ! ! ! ",val
negative, usuario cota rescinde tu contrato we . . recuerda que fue chivas quien apost por ti y no los tuzos . . ac eres el puto amo ! ! ,val
negative, usuario yo tuve qu cambiar a pa al de tela porque le empez a dar dermatitis bien cabrona . cada uno . ,val
negative,"tengo una buena noticia , ten a guardado un short porque ya no me quedaba por gorda , y me lo acabo de probar y ya me queda de nuevo gt ",val
negative,ganas de mamar ese pito y m s si est sudado por andar jugando fut se antoja ? este wey es bien morbosote ,val
negative,andrea usuario escort en tonal id visitame en skorto ,val
negative,por que a estas nuevas generaciones les cuesta mucho trabajo decir un puto si o no ? o neta uno se la mama con la preguntas ? ? ? ? ,val
negative,estoy hasta la puta madre que todo lo malo me pase a mi . ,val
negative,una reverenda mamada su servicio ni sms ni bloquean mi tag por sus huevos putos ! ,val
negative, purascosasmaravillosasgracias por tremenda velada ! pienso y siento y ahora creo . aqu mi aportaci n ,val
negative,como cuando estas en una tienda y escuchas todavia y gritas como loca . te amo . ,val
negative,hola tenia tiempo que no me conectaba . pero ya regrese con fotos nuevas ! ! ! ! ! sissy travesti putita horny ,val
negative,nuestro hay marica te amo eres una gran persona neta ,val
negative,jajaja creo que corren mas riesgo ustedes pues las putas empoderadas somos de armas tomar . ,val
negative,y si en tus putos a os de vida no as sido que se hace ? ,val
negative,que no se pierda la bonita costumbre de mandar a chingar a su madre a quien se lo merece ,val
negative," opini nlsr las madres luchonas son criticadas en redes sociales , y los pap s luchones ? lee a usuario url ",val
negative,para que madre hacen un grupo de whatsapp los de la escuela si no les van a responder a todos ,val
negative,como verga me planteo hacer la tarea mientras veo el mv de power ,val
negative,"seguramente el brujo de apizaco est con todas las daifas , meselinas , meretrices , prostitutas , suri ",val
negative,"maybe not , maybe si . yo me siento y me veo . . . y soy mi amiga gorda . imag nate a mis amigas ",val
negative,jajajajaja goey nunca me han pegado . ahora s te la mamaste valele a donde sea pero vamossss ,val
negative,quien vi la foto que sub x la ma ana de la metida de verga que me dio mi novio ,val
negative,alv la neta si extra o sus putos mensajes pero alv no le voy a rogar ,val
negative,"sin embargo , admito que me irrita mucho que digan verga a cada rato . tipo al terminar cada oraci n . ",val
negative,"extra o a lyachu , ojal haya estudiado para su puto examen ehhhh ",val
negative,con ese culito tan chingon debes de comer un chingo de verga a cada rato ? te lo ha cogido algun taxista policia o alba il ? ,val
negative," losmetichessiempre van de putos con usuario mira arne , trae placas de morelos ",val
negative,mi mam bromea conmigo . . . no sabia como decirme mam luchona jajajajajajaja ,val
negative,para quienes creen que garcia marquez era feminista ,val
negative,sabs que estas loca when comes arroz blanco con tostadas v ,val
negative,"despu s toc darle una montadita a ese negro tan rico , ten a la verga curva riqu sima que hac a que el placer fuera exqui ",val
negative,"cuando vas a cortarte el cabello y te atiende el que tiene un culo rico , como no darle su propina con esa rica verga url ",val
negative,en m xico estaremos de la verga pero al menos no estamos de la verga con trump dirigiendo al pa s . ,val
negative,qu rico me da mi marido rt y fv si les gusta mi culo yo digo que me veo muy gorda ustedes que opinan ? ? ? ? ,val
negative, vales verga pop del ! ya te dieron en la madre por siempre ! qu ching n ! ya no puedo ! wow ! qu tenme el tel fono todo septiembre ! url ,val
negative,solamente a mi se me ocurre ba arme a las putas dos de la ma ana ,val
negative,en mi libro c mo no valer verga en una clase el primer mes de clase intento explicar c mo no valer v por faltas y retardos . ,val
negative, usuario esta ca n vivir con tantas cosas feas ,val
negative,when te la esta mamando y te la raspa con los dientes ,val
negative,a mi se me hace gorda pero la vergota ! ,val
negative, usuario usuario lo cagado es que tengo el vn ,val
negative,"apple entendi que la gente quiere cada nuevo iphone , no por las tontas funciones que le a adan , sino por la imagen que proyectan al tenerlo ",val
negative, usuario subele a esa madre wujiju ,val
negative,enpublican hoy informaci n de la reuni n de la cidh ,val
negative,que bonitas nalgas tienes . . . sabias ? quiero mamar tu ano ,val
negative," no hay pedo , la has cagado mas feo otras veces . yo dandome animos . ",val
negative,quiero un camaro y mis padres me dicen que estoy loca ,val
negative,"se la pasan subiendo fotos sexosas y se encabronan de que uno no las baja de putas . sean coherentes , reinitas ! ",val
negative," masterchefmx se va hugo , por estar pensando en la mam luchona ",val
negative,"nunca se arrepientan de haberlo dado todo , vale madre si no lo supieron valorar , que chinguen a su madre ellos . ",val
negative,"pffff , quiero ver a todos sus haters mamar duro . ",val
negative,me acaban de reafirmar que estoy bien gorda as horrible . ,val
negative,mi esposa mamando la verga de el . esposo de una amiga ,val
negative," sab asque en honor a la madre teresa de calcuta , hoy conmemoramos el d a internacional de la beneficencia . ",val
negative,amo que nepo ya no me haga caras feas cuando perreo lt y yo he aprendido a escuchar sus rolas de dragon ball . amistad ,val
negative,"dime por favor si me estoy volviendo loca , dime por favor si a ti te pasa igual ",val
negative,"ok ! jared , ya vimos que eres perfecto y todo el pedo y que amas a gucci y esas cosas para cuando el puto disco ! ? ! ? ? ? ? ? ? ? ? ? ? ? ! ! ! ! ! ! ",val
negative,comooo me cagaaa que digan que son putos en vez de son gays ,val
negative,me acabo de golpear en la espinilla y me machaque el dedo cargue el puto garraf n del carro a lan oficina . v yanse a la verga ! ! ! ! ,val
negative,"aficionada a las chivas era la licenciada un d a la quiso llamar la muerte , no pudo pronunciar su nombre y se la carg la chingada . ",val
negative,no entiendo porque la gente est atenida a que les dejen herencia . hasta les encanta comer camote con tal que les dejen algo . ,val
negative, sabes qu me gusta de ti ? me gusta la forma en que se arruga tu nariz cuando me mientes y me dices que s . ,val
negative,"unos mas pendejos que otros , otras mas putas que otras . . . ven la diferencia ? ? ",val
negative,"lucia hoy me hizo correr por un chico lo peor de todo es que lo chiflo se dio vuelta y era feo , indignada ",val
negative, gooooool ! que puto golazo ! como la traigas usuario ,val
negative,imaginen levantarse y que este guapo sea su novio ? esta de poca madre lt ,val
negative,habiendo tanta cuenta bonita y con tuitazos le tienen que dar rt al jeringas y a esas pinches cuentas de la pinche verga . ,val
negative,"jajaja no mames te la mamaste ! no gastes en cota ya esta viejo , mejor ve por gudi o del apoel ! raulgudino ",val
negative,seguramente tu hermana pensaba que te habias vuelto loca xd ,val
negative,"es la primera pelea real que le veo al canelo , la verdad se est n aventando un buen tiro . buen oponente el ggg ",val
negative,"una vez a mis pap s se les olvid recogerme de la escuela , no s con qu putas ganas espero que alguien me quiera . ",val
negative,"so que mi bastardo se volv a transexual y molestaba a unos putos , despu s me dejaba un paquete donde hab a un gato encerrado ",val
negative,"hace un a o , usuario me mand a la vrga ! feliz aniversario ! ",val
negative,que porquer a como puede esto ser moda de ropa para un masculino . ser para un marica ,val
negative,"camara , estoy bien aburrido y mandy no pone nada cagado ",val
negative,el viernes es el cumple de mi tia la gorda ,val
negative,estaba tan tonta a los a os que deje de hablarle a personas que considere mis amigos por razones demasiado est pidas ! ! que inmadura era ,val
negative,"pablo y yo somos una verga para eso de la tarea . a eso le llamo yo , trabajo en equipo ",val
negative," usuario pero eso no le da derecho a meterse conmigo , que la gente de verdad cree q las madres somos tontas ? ",val
negative,pase la materia m s cabrona y la neta me siento fuera del planeta jajaja ,val
negative,ya van a ser las putas y la pasarela no tiene para cuando empezar perra madre ,val
negative,no quiero pagar putos . en pague como o por verlos y era todo mi dinero adolescente . no mamen ,val
negative,los privilegios del poder asi cuando putas se va acabar la pinche corrupcion ,val
negative,"jajajajajajaja , mi nueva perrita es una cabrona , no juega con molly , prefiere jugar sola ",val
negative,"si estas peda y empiezas a enviarle mensaje a tu ex , bueno , ya valiste verga charlie ",val
negative,gol de argentina ? goles de messi pap ! ! ! a cagar putos detractores usuario hattrick ,val
negative," usuario , esta cagado el perrito url ",val
negative,"eres libre para dar tu opini n , yo tambi n soy libre de que me valga verga . ",val
negative,me siento sp pendeja al recordar que permit que todo aquello pasara ,val
negative,taxista hot se deja agarrar la verga mientras habla con su esposa ,val
negative,"estoy tan pero tan tonta que queriendo mandar un contacto al grupo de mi rea , por error mand mi ubicaci n . quepena ",val
negative,"si pudieras abrazar a cualquier persona en este momento , qui n ser a ? a mi madre , la echo de menos . ",val
negative,el tatuador me chuleo bien cagado jajajaja . ,val
negative, usuario yo te quiero m s que ese camote v ,val
negative, usuario cabrona sube las fotos ,val
negative," usuario usuario usuario usuario jajaja no , nada m s no me pongas im genes feas ",val
negative,esas platicas interesantes y tontas que parec a que no ten an fin . ,val
negative,donde hay que hacer solicitud para trabajar con ustedes ? la pinta de luchona ya la tengo y todos dicen que soy un cafre cabify usuario ,val
negative, usuario ya se creo que t has visto m s cosas feas que yo ,val
negative,"me caga que de frente me veo s per ancha , de lado maybe me puedo ver delgada aveces pero de frente siempre me veo gorda ",val
negative,jajajajaja . a sudar la gota gorda . ,val
negative,que bronca la gente que dice el que quiere puede sabes cu ntas veces quise y no pude ? la puta madre ,val
negative,iceman sali del cl set en con los cuates y todo cool ahora le dijo a sus pap s que es gay y pues . . . alv url ,val
negative,si hubieran grabado a las fans de seguro salgo ah re loca o llorando . ,val
negative,"eso de vamos a escalar su petici n es de risa loca , nos lo han dicho tantas ",val
negative,"estoy con ustedes , pero no les parece de la verga que estemos discutiendo e ",val
negative,"pero passet . . . pero . . . san lorenzo . . . o union . . . pero , pero , pero . . . todos putos ! ! ! ",val
negative, cosasquesonrom nticas cuando se la est s mamando y te dice volteate usuario usuario ,val
negative,bien hecho . el gobierno de puebla da soluciones tontas y queda en rid culo url ,val
negative,una disculpa p blica por la vida tan loca que llevo . ,val
negative, usuario la luchona jajajaja cre que me ibas a besar y solo te subiste al carro a ver si no tra a nada de una vieja jajajajaja ,val
negative,a trabajar pero antes una foto sexy gay tanga azul ,val
negative,soy muy joto men le tengo miedo a los ratones y las ratas es lo unico que le tengo miedo en la vida xd ,val
negative, ltimamente estoy siendo bien buena onda . no se kmestapasando . creo que me estoy poniendo gorda . ,val
negative,cuando estoy de buenas no paro de decir cosas tontas . . . me gusta encimarme y a abrazar mucho esporelbiendetodos medas teregreso ,val
negative,"no soy celosa , s lo tengo un sexto sentido para distinguir putas ",val
negative,yo qu feas las relaciones con tantos celos . pinches inseguros tambi n yo jaja y ese like qu wey ? ,val
negative,retweeted valent n elizalde usuario amor de mi vida manifi state con un dm diciendo que podemos ser todo . putos abst nganse . ,val
negative,cuando tu novio tiene un genio de la verga pero a n as eres feliz ,val
negative,"nomames al principio pense que cancer de pacientes con cancer , ya les iba a mentar la madrea no seas asi ",val
negative,jajajajaja gorda la que traigo entrelazada en mis piernas . est riqu sima ,val
negative,d jame decirte que tu gato es puto . se puede unir al club de gatos putos con mi gato . ,val
negative,"pobrecita de mi mam , me acaban de mentar la madre como veces . ",val
negative,nansjdbdjsbsj creo que me voy a volver loca de tanta emocion ,val
negative," usuario que falta de respeto hacia esa persona el chiflar el lero lero q pica , ponganse en su lugar . ",val
negative,pala madre estan haciendo pedazos a los usuario que alguien pare eso ,val
negative,"me pone muy triste que entre nosotras nos digamos putas , zorras , f ciles y sus miles de derivados . ",val
negative,despu s de ver ragnarok creo que alguien en usuario debe estar muy decepcionado por sus pel culas . . . usuario sigue siendo el puto amo ! ! ! ,val
negative,ni empiecen a mamar con sus fiestas y disfraces . . . no ! no me voy a disfrazar ,val
negative,lo malo de estar ardidas que le tiran a lo que sea con tal de seguir jodiendo . ,val
negative,"las armys me caen bien , pero las ermys me caen de la verga , como se les ocurre ofender a mis beibis solo por su comeback de septiembre . ",val
negative,"quien tiene amos , a uno le sirve y al otro enga a . pero aqu me ponen entonces , el otro pela la verga . . . exclam la refinada princesa ",val
negative,"chica sexy y nalgona , excelente compa a , excelente servicio de lujo . putas chihuahua ",val
negative,no quiero putas ni fama solo marcar diferencia ! lsda gramoscrew stmtk ,val
negative,amaneciendo y enter ndome de esto . . . . me da un coraje de las mil putas ! ,val
negative,mi equipo juega a las putas y nadie quiere ir ,val
negative,"si ya de por si es un l o obtenerla por el puro tramite , esta mal si quiere que sea renovada cada a os . ! est loca ! ",val
negative,la anciana madre de freddie mercury desmitifica a su hijo ,val
negative,me encanta el beso negro y clavar mi verga en lo estrecho de su ano ,val
negative,"la columna de usuario y luego de conocerme , el nobel escribi mis putas tristes . v a usuario ",val
negative,"yo no entiendo los que te siguen , sacan cualquier pendejada para no creerte por atacar a sus favs , pa que verga te siguen . ",val
negative,"que triste que traten de abusar de ti como cuando eras ni a . . . alto ! ! ya crec , y ahora m nimo les puedo mentar la ptm . ",val
negative, usuario ya me voy a regresar a vivir a tus rumbos para hacer pijamada y yo te voy a chiflar con algo que me queda bien rico ,val
negative,oido las junta y ahors me toca organizar una de putas horas ! ! ! jajajajaja por qu me odias tanto usuario ? ? ,val
negative,ay putas igualito siempre estoy ah para todos . nadie est ah para m . la historia de mi vida ,val
negative,aqu extra ando a alguien que claramente le valgo verga . ,val
negative,"o sea no me estoy pasando de gorda , me estoy pasando de verga ",val
negative, usuario la madre de la l gica . ricardo san ,val
negative, son las nuevas generaciones m s tontas que las anteriores ? url ,val
negative,te amamos por ser la mejor mam luchona exo exo exo power suhothebestleader ,val
negative,"ya le quit el emoji de coraz n a tu contacto , y en su lugar puse tu apellido . ahora s ya valiste verga . ",val
negative,est muy buena y pues nom s est chido mamar con eso ,val
negative,"ya acab de lavar , ya termin mi tarea del jueves . son pm . qu verga me est pasando ? ",val
negative,soy yo o mi cel se apendej con la actualizaci n ? ! ? ,val
negative,"puta madre , era de esperarse ",val
negative,"puta madre , porqu a las morras le gustan los vatos pendejos drogos y no la gente chida y vergas ? putas morras cagan gt v ",val
negative,de esas cualidades m as que no sirven para una puta madre pero de las cuales me siento orgulloso . ,val
negative,solo espero que no le manden sus putas indirectas ,val
negative,a huevo puto . exclam la princesa desde sus aposentos . ,val
negative,con bbvaplan he ahorrado sin darme cuenta poco m s de pesos haciendo compras tontas con la tarjeta . ,val
negative," oh si , usuario se preguntaba , pero ya sabe que usuario est loca y que le ama ",val
negative,"elliot se mamo con el documental , est bien verga . ",val
negative,mi vida de la verga hacer ejercicio al y en el amor de la chingada ,val
negative,inventa la excusa m s tonta del mundo y ven a buscarme ,val
negative, de verdad fue tan buena la madre teresa de calcuta ? ,val
negative,cinco putas intercepciones . que putiza y bien merecida . ,test
negative, usuario que cagado pero hermoso est s ,test
negative,"y el delincuente de romero deschamps en primera fila , para de mamar ",test
negative,"lo que s es que si no le chingas , s te quedas pobre ",test
negative,"no hay alguien que conf e m s en mi que mi compa era de mesa , que a n viendo que no s ni putas madres me sigue preguntando ",test
negative,yo ligandome este d a no se ve toda mi leche porque los chorros m s grandes calleron asta mi pecho gay chaqueta gay vil ,test
negative,a quien putos se le ocurri poner anuncios en los videos de fb . ,test
negative,"si ya despertaste a alguien llam ndole por tel fono tres putas veces no dices te dejo dormir , bye porque ya lo pinches despertaste ",test
negative,"las putas mas caras de toda mi vida , han sido sin duda , esas putas ganas de volver a verte , aun sigo pagando las putas consecuencias . ",test
negative,esto de estar solo es como si fuera mi propia mama luchona pero godinez ,test
negative,"gritos , risas , llanto y mentadas de madre . bendito metrocdmx ",test
negative,"amigos este tweet me ha hecho reflexionar , ya no dir verga dir v word porque me veo muy vulgar gracias . ",test
negative,y que me importa lo que digan esos putos periodistas la puta que los pario ! ,test
negative,tengo la suerte tan de la verga que le gust al amigo del que me gusta siempre siempre ,test
negative," por qu es tan pinche dif cil sacarse la palabra empresa de la cabeza ? son sociedades , puta madre . buenos d as , solecitos . ",test
negative,es alarmante la violencia hacia la comunidad gayse emiten m s de recomendaciones a pa ses de am rica ,test
negative,me cagan las peleas tontas . ,test
negative,mi novio sube mi fotos m s feas pero as lqm ,test
negative,"ahora la culpa es tuya jajajajajaja , julio la gente esta muy loca wtf ! ",test
negative,panama e islandia van al mundial . . pizzi hijo de millones de camiones de putas ,test
negative,hoy vas a tener un d a poca madre ,test
negative,tu me tienes como loca enamorada usuario regresa pronto gdlteesperaam abrahammategdl ,test
negative,lo siento por decir muchas groser as pero me vale verga ,test
negative," usuario la puta madre , me hiciste lagrimear de la risa ! ",test
negative,"a parte me cae re gorda la lucero , tal vez por eso no le perdono la fodongu z de sus destas ",test
negative,"mira vos como me arrepiento del tatuaje q me hice re loca , pero demasiada locura ",test
negative,yo soy una buena persona sin mamar ok ? as que yo no se porqu pitos me pasan cosas tan de la verga ,test
negative,"estaba loca , maldita sea , estaba loca , ten a en su cabeza una locura hermosa . como no iba a perder la puta raz n por ella ? ",test
negative,"wey estoy buscando sailormoon . modo marica on , la tienes ? ",test
negative," usuario usuario cosas feas del director . no s , como mommy issues medio mezquinos . no s , siempre me ha sacado ronchas su obra ",test
negative,de llorar como maria magdalena aunque nos hayamos dicho cosas feas la sigo extra ando un friego que es soltar ,test
negative,"si les cajetea tanto esta mujer y su marido , por qu putos los leen . ",test
negative," usuario madres , tu si estas cabrona ",test
negative,ya hasta miedo dar hacer un comentario y que una muchacha te diga cosas feas . me dan miedo ,test
negative, usuario usuario hija de tu madre ,test
negative,que estan abiertos hasta las putas am cuando ya todos cerraron . . . es lo nico ,test
negative,gracias chiquita te quiero mach n ary y no soy joto ,test
negative,"a la mediocre , ardida , mentirosa patol gica y v ctima no le va a dar nadita de gusto leer esto ! url ",test
negative,me levante a buscar comida y me di cuenta que mi mama puso una foto con mi ex en la heladera que clase de madre eres ,test
negative,"manda dm bro , tengo mucho por cambiar ",test
negative,no conozco gata m s agresiva que la de chino ,test
negative,"uh , olvidalo , parezco una tonta , tratando de escribir asi . llora ",test
negative,viva m xico ? honestamente cu l es el verdadero m xico vivamexico por la gente trabajadora y luchona que quiere salir adelante d a con d a ,test
negative,"trabajar , el alcohol y las putas no son gratis jajajaja ",test
negative,"ay no , le est s diciendo a la banda que el alcohol mata , mientras tanto ellos se preparan un rotoplas de agua loca ",test
negative,"me caga que digan que la novia del estudiante no es la esposa del profesionista , verga y si s pasa , crean tantito en el amor ",test
negative,"chiste , chiste . . . cu l el el colmo de un joto ? andar con un mec nico , y que le truene la reversa . . . haypiores ",test
negative,"como cuando sabes que te est s saliendo de tu zona de comfort pero a n as te avientas , cu l gorda en tobog n ",test
negative,me siento demasiado estresada y ansiosa . . . me vuelvo loca esperando . . . quiero a mi isa ya . . . ,test
negative,"venir a pagar el cable y ahorrar para comprarle ropa a mi novia no me hace menos hombre , putos . ",test
negative,ando de un joto ! ! ! gustoculposomil los malaventurados no lloran de pxndx ,test
negative," usuario oye , que feas palabras broder ",test
negative,"ya deja de puta madre stalkearme , ya me apareces de sugerencia en todos putos lados . superalo . ",test
negative,creo que soy la nica loca de mi familia que gasta por un bronzer y por un labial ,test
negative,dos putas horas parados en la carretera quer taro m xico . . . en estos momentos envidio a todos los hombres del mundo . ,test
negative,algo no cuadra cuando el wey que te quiere romper la madre tambi n te quiere vender droga ,test
negative,"necesito de mi yo interesada , que le encuentre un defecto a ese ni o antes de irme como gorda en tobog n . ",test
negative,goooooool putos gooooool ! usuario nunca nunca te mueras ,test
negative,"espinao tengo el pepinillo para pre ar puchas de joto , invite ",test
negative,no hay mayor mam m s luchona y cabrona que cristiano ronaldo halamadrid ,test
negative,"ser detallista vale verga , si no te quieren es no y ya . ",test
negative,haver si es sierto que las tienes todas pon dna de bts si no eres puro choro y lanovia loca del pege ,test
negative,"si no sabe ni siquiera expresarse , mucho menos bailar . . . te la mamaste brozoxmizwebs ",test
negative,mi amiga me dice en mi casa no nos juntamos . ! ! mi casa siempre esta llena de putos y gatos . cruel verdad perra ,test
negative,"estoy en esa etapa de la vida llamada desde que me vale verga todo , soy m s feliz . ",test
negative,"se or ya deje de chuparse los putos dientes o lo que sea que est haciendo , se escucha en todo el restaurant no mame ",test
negative, usuario madre m a ! por qu solo antojas ? yo quiero macho y t dando esos espect culos ,test
negative,que de la verga que te enamores de alguien que que evidentemente no te quiere tal cual eres . ,test
